"Side","Deck","Num","GID","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","IID","Spending","HasSpent","GroupSize","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupTransportedPct","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinSize","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","CabinNumCryo","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct","Cabin","PassengerId","Name","Transported","Train","LastName","GroupCabinMode"
"P","F",96,425,"Mars","TRUE","TRAPPIST-1e",3,"FALSE",0,0,0,0,0,2,0,FALSE,3,0,1,2,1,0.666666666666667,3,1,1,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,2,1,0,0,1,1,1,0,0,0.0385714285714269,1,0,0,2,1,0.5,"F/96/P","0425_02","Cowns Fiha","TRUE","TRUE","Fiha","F/96/P"
"P","F",96,425,"Mars","FALSE","TRAPPIST-1e",37,"FALSE",1094,2,26,34,1,1,1157,TRUE,3,0,1,2,1,0.666666666666667,3,1,1,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,2,1,0,0,1,1,1,0,0,0.0488380952380936,1,0,0,2,1,0.5,"F/96/P","0425_01","Blesh Fiha","FALSE","TRUE","Fiha","F/96/P"
"S","F",96,546,"Earth","FALSE","55 Cancri e",24,"FALSE",930,691,838,0,0,1,2459,TRUE,1,0,1,0,1,0,1,1,1,"Earth","55 Cancri e",1,0,1,0,0,3,2,0.666666666666667,1,0,0,2,1,0.5,1,1,1,0,0,0.0466999999999998,"F/96/S","0546_01","Shawne Stenson","FALSE","TRUE","Stenson","F/96/S"
"P","F",960,4722,"Earth","FALSE","TRAPPIST-1e",20,"FALSE",827,0,0,0,0,1,827,TRUE,1,0,1,0,0,0.450514285714285,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.427164285714286,0,0,0,0.0334166666666645,3,3,1,1,0,0,2,2,1,0,0,0.0374999999999996,"F/960/P","4722_01","Lillia Dotsondez",NA,"FALSE","Dotsondez","F/960/P"
"S","F",960,5045,"Mars","TRUE","TRAPPIST-1e",32,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.407138095238094,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.465657142857143,1,0,0,0.0241999999999979,2,2,1,0,0,0.0259999999999983,3,3,1,1,0,0,"F/960/S","5045_01","Ots Tité",NA,"FALSE","Tité","F/960/S"
"P","F",961,4741,"Mars","FALSE","55 Cancri e",0,"FALSE",0,0,0,0,0,2,0,FALSE,3,0,1,3,0,1,3,1,2,"Mars","TRAPPIST-1e",3,3,0,1,1,2,2,1,0,0,0.0329499999999999,0,0,0.0381999999999984,0,0,0.0435,0,0,0.0435238095238092,"F/961/P","4741_02","Chal Bau","TRUE","TRUE","Bau","F/961/P"
"P","F",961,4741,"Mars","FALSE","TRAPPIST-1e",6,"FALSE",0,0,0,0,0,3,0,FALSE,3,0,1,3,0,1,3,1,2,"Mars","TRAPPIST-1e",3,3,0,1,1,2,2,1,0,0,0.0256999999999998,0,0,0.0254499999999983,0,0,0.035,0,0,0.0368571428571425,"F/961/P","4741_03","Oslos Bau","TRUE","TRUE","Bau","F/961/P"
"P","F",961,4741,"Mars","TRUE","TRAPPIST-1e",35,"FALSE",0,0,0,0,0,1,0,FALSE,3,0,1,3,0,1,3,1,2,"Mars","TRAPPIST-1e",3,3,0,1,1,2,2,1,0,0,0.0255333333333331,0,0,0.0287833333333316,0,0,0.0353333333333333,0,0,0.0420238095238092,"F/961/P","4741_01","Wheal Bau","TRUE","TRUE","Bau","F/961/P"
"S","F",961,5052,"Mars","FALSE","55 Cancri e",23,"FALSE",228,1451,912,3,0,2,2594,TRUE,2,0,1,2,0,1,2,1,2,"Mars","55 Cancri e",2,2,0,1,1,3,3,1,0,0,0.0444999999999999,0,0,0.0702499999999984,0,0,0.0390833333333333,0,0,0.0531666666666665,"F/961/S","5052_02",NA,"TRUE","TRUE",NA,"F/961/S"
"S","F",961,5052,"Mars","TRUE","TRAPPIST-1e",17,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,2,0,1,2,1,2,"Mars","55 Cancri e",2,2,0,1,1,3,3,1,0,0,0.0425333333333332,0,0,0.0554999999999983,0,0,0.03575,0,0,0.0461666666666664,"F/961/S","5052_01","Crick Khart","TRUE","TRUE","Khart","F/961/S"
"P","F",962,4749,"Earth","FALSE","TRAPPIST-1e",16,"FALSE",262,0,1,825,0,1,1088,TRUE,1,0,1,0,0,0.453880952380951,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.434697619047619,0,0,0,0.0353333333333313,0,0,0.0286952380952379,3,3,1,3,2,0.666666666666667,2,2,1,"F/962/P","4749_01","Thelix Blancoy",NA,"FALSE","Blancoy","F/962/P"
"S","F",962,5054,"Mars","FALSE","TRAPPIST-1e",57,"FALSE",1337,0,0,1080,0,1,2417,TRUE,1,0,1,0,0,0.44502738095238,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.416695238095238,0,0,0,0.0330499999999978,3,2,0.666666666666667,2,2,1,0,0,0.04055,3,3,1,"F/962/S","5054_01","Reats Part",NA,"FALSE","Part","F/962/S"
"P","F",963,4751,"Earth","FALSE","TRAPPIST-1e",22,"FALSE",390,98,0,278,39,1,805,TRUE,1,0,1,0,0,0.417042857142856,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.414629761904762,0,3,2,0.666666666666667,1,0,0,0,0,0.0259999999999983,1,1,1,0,0,0.0339999999999996,"F/963/P","4751_01","Lynnon Thomason",NA,"FALSE","Thomason","F/963/P"
"S","F",963,5058,"Mars","FALSE","PSO J318.5-22",30,"TRUE",600,31,1,659,191,2,1482,TRUE,3,0,1,2,1,0.666666666666667,3,1,2,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,2,0,0,0.034499999999998,1,1,1,0,0,0.0477999999999983,1,0,0,0,0,0.0308333333333329,"F/963/S","5058_02","Gork Apie","FALSE","TRUE","Apie","F/963/S"
"S","F",963,5058,"Mars","TRUE","TRAPPIST-1e",42,"FALSE",0,0,0,0,0,3,0,FALSE,3,0,1,2,1,0.666666666666667,3,1,2,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,2,0,0,0.0239583333333311,1,1,1,0,0,0.0356333333333316,1,0,0,0,0,0.0224999999999995,"F/963/S","5058_03","Leos Apie","TRUE","TRUE","Apie","F/963/S"
"S","F",963,5058,"Mars","TRUE","TRAPPIST-1e",11,"FALSE",0,0,0,0,0,1,0,FALSE,3,0,1,2,1,0.666666666666667,3,1,2,"Mars","TRAPPIST-1e",3,2,1,0.666666666666667,2,0,0,0.0260416666666644,1,1,1,0,0,0.0341333333333316,1,0,0,0,0,0.0263333333333328,"F/963/S","5058_01","Goos Apie","TRUE","TRUE","Apie","F/963/S"
"P","F",964,4752,"Mars","FALSE","PSO J318.5-22",56,"FALSE",233,0,1356,0,171,1,1760,TRUE,1,0,1,0,1,0,1,1,1,"Mars","PSO J318.5-22",1,0,1,0,0,1,1,1,1,1,1,0,0,0.0417333333333317,1,0,0,3,2,0.666666666666667,"F/964/P","4752_01","Terek Knike","FALSE","TRUE","Knike","F/964/P"
"S","F",964,5067,"Earth","FALSE","55 Cancri e",36,"FALSE",0,1808,0,344,0,1,2152,TRUE,1,0,1,1,0,1,1,1,1,"Earth","55 Cancri e",1,1,0,1,0,1,0,0,1,0,0,3,2,0.666666666666667,1,1,1,0,0,0.0299166666666662,"F/964/S","5067_01","Kerryn Wolfernan","TRUE","TRUE","Wolfernan","F/964/S"
"P","F",965,4755,"Mars","TRUE","TRAPPIST-1e",32,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,"F/965/P","4755_01",NA,"TRUE","TRUE",NA,"F/965/P"
"S","F",965,5069,"Earth","FALSE","PSO J318.5-22",56,"FALSE",1309,0,69,1,0,1,1379,TRUE,1,0,1,0,1,0,1,1,1,"Earth","PSO J318.5-22",1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,"F/965/S","5069_01","Andary Hurchez","FALSE","TRUE","Hurchez","F/965/S"
"P","F",966,4758,"Earth","FALSE","TRAPPIST-1e",44,"FALSE",248,0,0,0,623,1,871,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,1,1,0,0,0.0201999999999997,1,1,1,1,0,0,1,0,0,"F/966/P","4758_01","Luzel Woody","FALSE","TRUE","Woody","F/966/P"
"S","F",966,5070,"Earth","FALSE","TRAPPIST-1e",20,"FALSE",542,175,0,5,0,1,722,TRUE,1,0,1,1,0,1,1,1,1,"Earth","TRAPPIST-1e",1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.0166416666666666,1,1,1,"F/966/S","5070_01","Lillia Collinson","TRUE","TRUE","Collinson","F/966/S"
"P","F",967,4761,"Earth","FALSE","TRAPPIST-1e",34,"FALSE",0,919,0,0,51,3,970,TRUE,3,0,2,0,0,0.435615476190475,2,1,2,"Earth","TRAPPIST-1e",1,0,0,0.491366666666667,0,1,0,0,1,1,1,1,0,0,0,0,0.0225,1,1,1,"F/967/P","4761_03","Denny Youngrayes",NA,"FALSE","Youngrayes","G/770/P"
"S","F",967,5074,"Mars","FALSE","TRAPPIST-1e",35,"FALSE",4608,0,926,382,0,1,5916,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0223999999999981,0,0,0.0661666666666666,1,1,1,1,1,1,1,0,0,"F/967/S","5074_01","Gorsp Biba","FALSE","TRUE","Biba","F/967/S"
"P","F",968,4762,"Mars","TRUE","TRAPPIST-1e",35,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,1,0,0,0.027083333333331,1,1,1,0,0,0.00636920208799228,1,0,0,1,0,0,"F/968/P","4762_01","Wealke Opie","TRUE","TRUE","Opie","F/968/P"
"S","F",968,5079,"Mars","TRUE","TRAPPIST-1e",20,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.402457142857142,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.4642,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0.0186666666666662,"F/968/S","5079_01","Froops Dal",NA,"FALSE","Dal","F/968/S"
"P","F",969,4763,"Mars","FALSE","TRAPPIST-1e",29,"FALSE",298,0,888,5,0,1,1191,TRUE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,0,1,0,0,0,0,0.0241666666666663,1,1,1,1,1,1,0,0,0.0282499999999995,"F/969/P","4763_01","Spikes Dutty","TRUE","TRUE","Dutty","F/969/P"
"S","F",969,5080,"Earth","FALSE","TRAPPIST-1e",21,"FALSE",1,0,143,558,1,1,703,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,1,1,1,1,1,0,0,0.0349999999999983,0,0,0.02025,1,1,1,"F/969/S","5080_01","Herina Buckeelez","FALSE","TRUE","Buckeelez","F/969/S"
"P","F",97,431,"Mars","TRUE","TRAPPIST-1e",43,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,1,1,0,0,1,0,0,3,2,0.666666666666667,1,1,1,1,0,0,"F/97/P","0431_01","Fronch Melto","TRUE","TRUE","Melto","F/97/P"
"S","F",97,547,"Earth","FALSE","TRAPPIST-1e",23,"FALSE",0,15,831,16,3,1,865,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,3,2,0.666666666666667,"F/97/S","0547_01","Trick Weavesend","FALSE","TRUE","Weavesend","F/97/S"
"P","F",970,4767,"Earth","FALSE","TRAPPIST-1e",20,"FALSE",43,443,642,0,0,1,1128,TRUE,1,0,1,0,0,0.447554761904761,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.42387380952381,0,1,1,1,1,0,0,1,1,1,0,0,0.0226428571428571,1,0,0,"F/970/P","4767_01","Rossie Wartyson",NA,"FALSE","Wartyson","F/970/P"
"S","F",970,5085,"Earth","FALSE","TRAPPIST-1e",20,"FALSE",0,15,455,95,0,1,565,TRUE,1,0,1,1,0,1,1,1,1,"Earth","TRAPPIST-1e",1,1,0,1,0,0,0,0.0230874999999979,0,0,0.0190833333333329,1,0,0,1,0,0,1,1,1,"F/970/S","5085_01","Alie Grahangory","TRUE","TRUE","Grahangory","F/970/S"
"P","F",971,4772,"Earth","FALSE","55 Cancri e",22,"FALSE",256,0,0,0,373,1,629,TRUE,1,0,1,0,1,0,1,1,1,"Earth","55 Cancri e",1,0,1,0,0,0,0,0.021999999999998,4,3,0.75,0,0,0.020166666666665,1,1,1,1,1,1,"F/971/P","4772_01","Coley Shephendry","FALSE","TRUE","Shephendry","F/971/P"
"S","F",971,5086,"Mars","TRUE","TRAPPIST-1e",58,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,2,0,0,0.425349999999999,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.478038095238096,1,1,0,0,1,1,1,1,1,1,4,3,0.75,0,0,0.0393178571428567,"F/971/S","5086_01","Mon Fort",NA,"FALSE","Fort","E/327/S"
"P","F",972,4774,"Mars","TRUE","TRAPPIST-1e",0,"FALSE",0,0,0,0,0,1,0,FALSE,4,0,1,3,1,0.75,4,1,1,"Mars","TRAPPIST-1e",4,3,1,0.75,3,1,1,1,0,0,0.0344999999999998,1,0,0,1,0,0,0,0,0.0596666666666664,"F/972/P","4774_01","Siese Perty","TRUE","TRUE","Perty","F/972/P"
"P","F",972,4774,"Mars","FALSE","TRAPPIST-1e",34,"FALSE",2130,0,1,1,0,3,2132,TRUE,4,0,1,3,1,0.75,4,1,1,"Mars","TRAPPIST-1e",4,3,1,0.75,3,1,1,1,0,0,0.0334333333333332,1,0,0,1,0,0,0,0,0.0453571428571426,"F/972/P","4774_03","Wins Perty","FALSE","TRUE","Perty","F/972/P"
"P","F",972,4774,"Mars","TRUE","TRAPPIST-1e",6,"FALSE",0,0,0,0,0,4,0,FALSE,4,0,1,3,1,0.75,4,1,1,"Mars","TRAPPIST-1e",4,3,1,0.75,3,1,1,1,0,0,0.0294999999999998,1,0,0,1,0,0,0,0,0.0499999999999997,"F/972/P","4774_04","Gicks Perty","TRUE","TRUE","Perty","F/972/P"
"P","F",972,4774,"Mars","TRUE","TRAPPIST-1e",1,"FALSE",0,0,0,0,0,2,0,FALSE,4,0,1,3,1,0.75,4,1,1,"Mars","TRAPPIST-1e",4,3,1,0.75,3,1,1,1,0,0,0.0264999999999998,1,0,0,1,0,0,0,0,0.0494999999999997,"F/972/P","4774_02","Gers Creke","TRUE","TRUE","Creke","F/972/P"
"S","F",972,5088,"Earth","FALSE","55 Cancri e",22,"FALSE",0,0,0,1600,168,1,1768,TRUE,1,0,1,1,0,1,1,1,1,"Earth","55 Cancri e",1,1,0,1,0,4,3,0.75,1,0,0,0,0,0.0414444444444427,0,0,0.0292916666666667,1,0,0,"F/972/S","5088_01","Jonard Horndley","TRUE","TRUE","Horndley","F/972/S"
"P","F",973,4776,"Mars","TRUE","TRAPPIST-1e",19,"FALSE",0,0,0,0,0,3,0,FALSE,4,0,2,0,0,0.455208333333333,3,1,2,"Mars","TRAPPIST-1e",3,0,0,0.46925,1,1,0,0,1,0,0,4,3,0.75,0,0,0.0373333333333333,1,1,1,"F/973/P","4776_03","Dous Buthe",NA,"FALSE","Buthe","F/973/P"
"P","F",973,4776,"Mars","FALSE","55 Cancri e",0,"FALSE",0,0,0,0,0,4,0,FALSE,4,0,2,0,0,0.457470238095238,3,1,2,"Mars","TRAPPIST-1e",3,0,0,0.4517,1,1,0,0,1,0,0,4,3,0.75,0,0,0.0559166666666667,1,1,1,"F/973/P","4776_04","Badont Spien",NA,"FALSE","Spien","F/973/P"
"P","F",973,4776,"Mars","FALSE","55 Cancri e",3,"FALSE",0,0,0,0,0,1,0,FALSE,4,0,2,0,0,0.448836904761904,3,1,2,"Mars","TRAPPIST-1e",3,0,0,0.461466666666667,1,1,0,0,1,0,0,4,3,0.75,0,0,0.043,1,1,1,"F/973/P","4776_01","Prow Spien",NA,"FALSE","Spien","F/973/P"
"S","F",973,5091,"Earth","FALSE","55 Cancri e",18,"FALSE",1471,59,95,1109,330,1,3064,TRUE,1,0,1,0,1,0,1,1,1,"Earth","55 Cancri e",1,0,1,0,0,0,0,0.0364166666666646,0,0,0.0450416666666665,1,1,1,1,0,0,4,3,0.75,"F/973/S","5091_01",NA,"FALSE","TRUE",NA,"F/973/S"
"P","F",974,4794,"Earth","FALSE","TRAPPIST-1e",63,"FALSE",0,104,0,599,0,1,703,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,0,0,0.0313214285714264,3,3,1,0,0,0.0238888888888872,0,0,0.0368333333333333,1,0,0,"F/974/P","4794_01","Dia Hortis","FALSE","TRUE","Hortis","F/974/P"
"S","F",974,5092,"Earth","FALSE","TRAPPIST-1e",27.9029133838384,"FALSE",7,0,703,66,0,1,776,TRUE,1,0,1,0,0,0.449980952380951,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.433816666666667,0,1,0,0,0,0,0.0333333333333331,1,0,0,3,3,1,0,0,0.0247666666666662,"F/974/S","5092_01","Megany Medington",NA,"FALSE","Medington","F/974/S"
"P","F",975,4798,"Mars","TRUE","TRAPPIST-1e",10,"FALSE",0,0,0,0,0,3,0,FALSE,3,0,1,3,0,1,3,1,1,"Mars","TRAPPIST-1e",3,3,0,1,3,0,0,0.056233333333331,0,0,0.0184999999999997,1,0,0,0,0,0.0366666666666667,0,0,0.046833333333333,"F/975/P","4798_03","Komos Terry","TRUE","TRUE","Terry","F/975/P"
"P","F",975,4798,"Mars","TRUE","TRAPPIST-1e",31,"FALSE",0,0,0,0,0,1,0,FALSE,3,0,1,3,0,1,3,1,1,"Mars","TRAPPIST-1e",3,3,0,1,3,0,0,0.052733333333331,0,0,0.0210687499999998,1,0,0,0,0,0.0361666666666667,0,0,0.0384999999999996,"F/975/P","4798_01","Lus Terry","TRUE","TRUE","Terry","F/975/P"
"P","F",975,4798,"Mars","TRUE","TRAPPIST-1e",0,"FALSE",0,0,0,0,0,2,0,FALSE,3,0,1,3,0,1,3,1,1,"Mars","TRAPPIST-1e",3,3,0,1,3,0,0,0.0571499999999978,0,0,0.0269999999999998,1,0,0,0,0,0.0440833333333333,0,0,0.0475238095238092,"F/975/P","4798_02","Muld Terry","TRUE","TRUE","Terry","F/975/P"
"S","F",975,5096,"Mars","FALSE","TRAPPIST-1e",54,"FALSE",1108,0,53,496,0,1,1657,TRUE,2,0,2,0,0,0.445638095238094,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.456647619047619,0,3,3,1,0,0,0.0524999999999999,0,0,0.0353333333333316,0,0,0.02875,1,0,0,"F/975/S","5096_01","Chrey Colte",NA,"FALSE","Colte","E/328/S"
"P","F",976,4799,"Mars","FALSE","TRAPPIST-1e",19,"FALSE",794,0,2,0,191,1,987,TRUE,3,0,1,0,0,0.44022857142857,3,1,1,"Mars","TRAPPIST-1e",3,0,0,0.447166666666667,0,0,0,0.0436666666666644,1,0,0,3,3,1,0,0,0.0464166666666667,0,0,0.0567142857142855,"F/976/P","4799_01","Minnys Fan",NA,"FALSE","Fan","F/976/P"
"P","F",976,4799,"Mars","FALSE","TRAPPIST-1e",35,"FALSE",611,0,409,0,20,3,1040,TRUE,3,0,1,0,0,0.465324999999999,3,1,1,"Mars","TRAPPIST-1e",3,0,0,0.440869047619048,0,0,0,0.0425833333333311,1,0,0,3,3,1,0,0,0.0418928571428571,0,0,0.0460285714285711,"F/976/P","4799_03","Hon Fan",NA,"FALSE","Fan","F/976/P"
"P","F",976,4799,"Mars","FALSE","TRAPPIST-1e",30.1853333333333,"FALSE",32,1017,1,0,755,2,1805,TRUE,3,0,1,0,0,0.453747619047618,3,1,1,"Mars","TRAPPIST-1e",3,0,0,0.44135,0,0,0,0.0315166666666644,1,0,0,3,3,1,0,0,0.0456666666666667,0,0,0.0518333333333331,"F/976/P","4799_02","Rispid Fan",NA,"FALSE","Fan","F/976/P"
"S","F",976,5098,"Earth","TRUE","PSO J318.5-22",11,"FALSE",0,0,0,0,0,2,0,FALSE,3,1,2,0,0,0.441873809523809,1,1,3,"Earth","55 Cancri e",2,0,0,0.476192592592593,1,0,0,0.0381666666666645,0,0,0.0508333333333332,0,0,0.044666666666665,1,0,0,3,3,1,"F/976/S","5098_02","Sonald Kellyons",NA,"FALSE","Kellyons","F/976/S"
"S","F",976,5098,"Earth","FALSE","TRAPPIST-1e",44,"FALSE",0,83,0,68,586,1,737,TRUE,3,1,2,0,0,0.477233333333333,1,1,3,"Earth","55 Cancri e",2,0,0,0.4555,1,0,0,0.0439166666666645,0,0,0.0509999999999999,0,0,0.0489999999999984,1,0,0,3,3,1,"F/976/S","5098_01","Mistie Kellyons",NA,"FALSE","Kellyons","F/976/S"
"P","F",977,4803,"Earth","FALSE","TRAPPIST-1e",55,"FALSE",1028,18,0,0,0,1,1046,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,0,0,0.0380833333333311,0,0,0.0279999999999997,0,0,0.0251666666666649,0,0,0.0386666666666667,0,0,0.0304999999999996,"F/977/P","4803_01","Evaned Foxter","FALSE","TRUE","Foxter","F/977/P"
"S","F",977,5100,"Mars","TRUE","TRAPPIST-1e",50,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.403079761904761,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.473575925925926,1,1,0,0,0,0,0.0407428571428569,0,0,0.0233666666666649,0,0,0.02575,0,0,0.0174999999999995,"F/977/S","5100_01","Gone Cle",NA,"FALSE","Cle","F/977/S"
"P","F",978,4809,"Earth","FALSE","TRAPPIST-1e",18,"FALSE",4,13,0,1784,137,1,1938,TRUE,1,0,1,0,0,0.411669047619046,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.413078571428572,0,0,0,0.038583333333331,1,0,0,1,0,0,0,0,0.0269452380952381,0,0,0.0206999999999995,"F/978/P","4809_01","Evenna Barks",NA,"FALSE","Barks","F/978/P"
"S","F",978,5101,"Earth","FALSE","TRAPPIST-1e",27,"FALSE",0,91,945,0,0,1,1036,TRUE,1,0,1,0,0,0.448485714285713,1,1,1,"Earth","TRAPPIST-1e",1,0,0,0.445711904761905,0,0,0,0.0279999999999977,0,0,0.0214999999999997,0,0,0.0310526315789457,1,0,0,1,0,0,"F/978/S","5101_01","Herry Woodwardy",NA,"FALSE","Woodwardy","F/978/S"
"P","F",979,4817,"Mars","FALSE","TRAPPIST-1e",26,"FALSE",17,0,746,394,0,1,1157,TRUE,1,0,1,0,1,0,1,1,1,"Mars","TRAPPIST-1e",1,0,1,0,0,0,0,0.0289166666666647,1,1,1,0,0,0.0228333333333316,2,2,1,0,0,0.0356666666666663,"F/979/P","4817_01","Honda Emone","FALSE","TRUE","Emone","F/979/P"
"S","F",979,5114,"Mars","TRUE","TRAPPIST-1e",44,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,0,0,0.379041666666665,1,1,1,"Mars","TRAPPIST-1e",1,0,0,0.468311904761905,1,1,0,0,2,2,1,0,0,0.0294999999999982,1,1,1,0,0,0.0243222222222217,"F/979/S","5114_01","Waffes Chnie",NA,"FALSE","Chnie","F/979/S"
"P","F",98,442,"Earth","FALSE","TRAPPIST-1e",35,"FALSE",7,1043,0,0,0,1,1050,TRUE,1,0,1,0,1,0,1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,"F/98/P","0442_01","Elica Armstromez","FALSE","TRUE","Armstromez","F/98/P"
"S","F",98,549,"Mars","TRUE","TRAPPIST-1e",43,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,2,2,0,1,1,1,2,"Mars","PSO J318.5-22",1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,"F/98/S","0549_02","Guans Watte","TRUE","TRUE","Watte","D/19/S"
"P","F",980,4819,"Mars","TRUE","TRAPPIST-1e",20,"FALSE",0,0,0,0,0,1,0,FALSE,1,0,1,1,0,1,1,1,1,"Mars","TRAPPIST-1e",1,1,0,1,1,2,2,1,4,4,1,1,0,0,1,1,1,0,0,0.0316249999999995,"F/980/P","4819_01","Poot Cooki","TRUE","TRUE","Cooki","F/980/P"
"S","F",980,5116,"Mars","TRUE","TRAPPIST-1e",11,"FALSE",0,0,0,0,0,2,0,FALSE,2,0,1,2,0,1,2,1,1,"Mars","TRAPPIST-1e",2,2,0,1,2,1,1,1,1,1,1,0,0,0.0544999999999983,4,4,1,1,0,0,"F/980/S","5116_02","Fros Prity","TRUE","TRUE","Prity","F/980/S"
"S","F",980,5116,"Mars","TRUE","TRAPPIST-1e",25,"FALSE",0,0,0,0,0,1,0,FALSE,2,0,1,2,0,1,2,1,1,"Mars","TRAPPIST-1e",2,2,0,1,2,1,1,1,1,1,1,0,0,0.0500833333333317,4,4,1,1,0,0,"F/980/S","5116_01","Ars Prity","TRUE","TRUE","Prity","F/980/S"
"P","F",981,4822,"Mars","TRUE","TRAPPIST-1e",22,"FALSE",0,0,0,0,0,3,0,FALSE,4,0,1,4,0,1,4,1,2,"Mars","TRAPPIST-1e",4,4,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,2,2,1,"F/981/P","4822_03","Miten Hotte","TRUE","TRUE","Hotte","F/981/P"
"P","F",981,4822,"Mars","TRUE","55 Cancri e",0,"FALSE",0,0,0,0,0,1,0,FALSE,4,0,1,4,0,1,4,1,2,"Mars","TRAPPIST-1e",4,4,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,2,2,1,"F/981/P","4822_01","Aps Hotte","TRUE","TRUE","Hotte","F/981/P"
"P","F",981,4822,"Mars","TRUE","TRAPPIST-1e",16,"FALSE",0,0,0,0,0,2,0,FALSE,4,0,1,4,0,1,4,1,2,"Mars","TRAPPIST-1e",4,4,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,2,2,1,"F/981/P","4822_02","Tive Hotte","TRUE","TRUE","Hotte","F/981/P"
"P","F",981,4822,"Mars","FALSE","TRAPPIST-1e",0,"FALSE",0,0,0,0,0,4,0,FALSE,4,0,1,4,0,1,4,1,2,"Mars","TRAPPIST-1e",4,4,0,1,3,1,1,1,1,0,0,1,1,1,1,0,0,2,2,1,"F/981/P","4822_04",NA,"TRUE","TRUE",NA,"F/981/P"
"S","F",981,5122,"Earth","FALSE","TRAPPIST-1e",24,"FALSE",0,464,321,0,90,1,875,TRUE,1,0,1,1,0,1,1,1,1,"Earth","TRAPPIST-1e",1,1,0,1,0,4,4,1,1,0,0,2,2,1,1,0,0,1,1,1,"F/981/S","5122_01","Line Knoxtones","TRUE","TRUE","Knoxtones","F/981/S"
