"Cabin","Side","Deck","Num","GID","PassengerId","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported","Train","IID","Spending","HasSpent","LastName","GroupTrain","GroupSize","GroupNumCabinsNA","GroupNumCabins","GroupNumTransported","GroupNumNotTransported","GroupCabinMode","GroupNumInCabinMode","GroupNumHomePlanets","GroupNumDestinations","GroupHomePlanetMode","GroupDestinationMode","CabinSize","CabinNumNATransported","CabinNumTransported","CabinNumNotTransported","CabinTransportedPct","CabinNumCryo","SideNeighbors","SideNeighborsTransported","SideNeighborsTransportedPct","FrontNeighbors","FrontNeighborsTransported","FrontNeighborsTransportedPct","BackNeighbors","BackNeighborsTransported","BackNeighborsTransportedPct","DiagFrontNeighbors","DiagFrontNeighborsTransported","DiagFrontNeighborsTransportedPct","DiagBackNeighbors","DiagBackNeighborsTransported","DiagBackNeighborsTransportedPct"
"G/1448/S","S","G",1448,8988,"8988_03","Earth",TRUE,"55 Cancri e",0,FALSE,0,0,0,0,0,"Catha Fowlesterez",TRUE,TRUE,3,0,FALSE,"Fowlesterez",TRUE,8,0,2,4,4,"G/1448/S",6,1,2,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,6,1,0,0,1,0,0,0,0,0,1,1,1,0,0,NA
"G/1448/S","S","G",1448,8988,"8988_06","Earth",TRUE,"TRAPPIST-1e",17,FALSE,0,0,0,0,0,"Caseye Fowlesterez",TRUE,TRUE,6,0,FALSE,"Fowlesterez",TRUE,8,0,2,4,4,"G/1448/S",6,1,2,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,6,1,0,0,1,0,0,0,0,0,1,1,1,0,0,NA
"G/1448/S","S","G",1448,8988,"8988_04","Earth",TRUE,"TRAPPIST-1e",5,FALSE,0,0,0,0,0,"Joanry Malliamsey",FALSE,TRUE,4,0,FALSE,"Malliamsey",TRUE,8,0,2,4,4,"G/1448/S",6,1,2,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,6,1,0,0,1,0,0,0,0,0,1,1,1,0,0,NA
"G/1448/S","S","G",1448,8988,"8988_01","Earth",TRUE,"TRAPPIST-1e",NA,FALSE,0,0,0,0,0,"Maen Fowlesterez",TRUE,TRUE,1,0,FALSE,"Fowlesterez",TRUE,8,0,2,4,4,"G/1448/S",6,1,2,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,6,1,0,0,1,0,0,0,0,0,1,1,1,0,0,NA
"G/1448/S","S","G",1448,8988,"8988_08","Earth",TRUE,"TRAPPIST-1e",9,FALSE,0,0,0,0,0,"Neila Fowlesterez",FALSE,TRUE,8,0,FALSE,"Fowlesterez",TRUE,8,0,2,4,4,"G/1448/S",6,1,2,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,6,1,0,0,1,0,0,0,0,0,1,1,1,0,0,NA
"G/1448/S","S","G",1448,8988,"8988_02","Earth",TRUE,"55 Cancri e",17,FALSE,0,0,0,0,0,"Idacey Fowlesterez",TRUE,TRUE,2,0,FALSE,"Fowlesterez",TRUE,8,0,2,4,4,"G/1448/S",6,1,2,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,6,1,0,0,1,0,0,0,0,0,1,1,1,0,0,NA
"G/1449/P","P","G",1449,8922,"8922_01","Earth",TRUE,"TRAPPIST-1e",28,FALSE,0,0,0,0,0,"Walley Pager",TRUE,TRUE,1,0,FALSE,"Pager",TRUE,1,0,1,1,0,"G/1449/P",1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,NA,6,4,0.666666666666667
"G/1449/S","S","G",1449,8998,"8998_01","Earth",TRUE,"TRAPPIST-1e",41,FALSE,0,0,0,0,0,"Gerry Englence",FALSE,TRUE,1,0,FALSE,"Englence",TRUE,2,0,2,0,2,"E/591/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,1,1,1,1,0,0,NA,6,4,0.666666666666667,1,1,1,1,0,0
"G/145/P","P","G",145,982,"0982_02","Earth",FALSE,"TRAPPIST-1e",51,FALSE,NA,NA,4,0,0,"Joyton Hewson",FALSE,TRUE,2,4,TRUE,"Hewson",TRUE,2,0,1,1,1,"G/145/P",2,1,2,"Earth","PSO J318.5-22",2,0,1,1,0.5,1,1,0,0,1,0,0,0,0,NA,1,0,0,1,1,1
"G/145/P","P","G",145,982,"0982_01","Earth",TRUE,"PSO J318.5-22",57,FALSE,0,0,0,0,0,"Eriky Hewson",TRUE,TRUE,1,0,FALSE,"Hewson",TRUE,2,0,1,1,1,"G/145/P",2,1,2,"Earth","PSO J318.5-22",2,0,1,1,0.5,1,1,0,0,1,0,0,0,0,NA,1,0,0,1,1,1
"G/145/S","S","G",145,955,"0955_01","Earth",TRUE,"55 Cancri e",17,FALSE,0,0,0,0,0,"Glena Smalloney",FALSE,TRUE,1,0,FALSE,"Smalloney",TRUE,1,0,1,0,1,"G/145/S",1,1,1,"Earth","55 Cancri e",1,0,0,1,0,1,2,1,0.5,1,0,0,1,1,1,1,0,0,0,0,NA
"G/1450/P","P","G",1450,8923,"8923_01","Earth",FALSE,"TRAPPIST-1e",19,FALSE,0,0,0,0,0,"Lilley Fuentryoung",TRUE,TRUE,1,0,FALSE,"Fuentryoung",TRUE,1,0,1,1,0,"G/1450/P",1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,1,0,0,0,NA,0,0,NA,1,1,1,0,0,NA,1,0,0
"G/1450/S","S","G",1450,9000,"9000_01","Earth",FALSE,"TRAPPIST-1e",17,FALSE,344,1,6,0,275,"Clarry Welltonces",NA,FALSE,1,626,TRUE,"Welltonces",FALSE,1,0,1,0,0,"G/1450/S",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,1,1,1,0,0,NA,1,0,0,0,0,NA,1,1,1
"G/1451/P","P","G",1451,8950,"8950_01","Earth",FALSE,"TRAPPIST-1e",26,FALSE,NA,0,152,145,3,"Valex Conney",NA,FALSE,1,300,TRUE,"Conney",FALSE,1,0,1,0,0,"G/1451/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,0,0,NA,1,0,0,1,1,1,0,0,NA,0,0,NA
"G/1451/S","S","G",1451,9002,"9002_01","Earth",FALSE,"TRAPPIST-1e",13,FALSE,0,0,43,844,1,"Naomin Mcfarmerson",NA,FALSE,1,888,TRUE,"Mcfarmerson",FALSE,1,0,1,0,0,"G/1451/S",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,0,0,NA,0,0,NA,0,0,NA,1,0,0,1,1,1
"G/1452/P","P","G",1452,8954,"8954_01","Earth",FALSE,"PSO J318.5-22",73,FALSE,1806,0,47,0,0,"Ianne Torrez",FALSE,TRUE,1,1853,TRUE,"Torrez",TRUE,1,0,1,0,1,"G/1452/P",1,1,1,"Earth","PSO J318.5-22",1,0,0,1,0,0,0,0,NA,4,1,0.25,0,0,NA,0,0,NA,0,0,NA
"G/1452/S","S","G",1452,9005,"9005_01","Earth",TRUE,"TRAPPIST-1e",28,FALSE,0,0,0,0,0,"Shard Langatein",NA,FALSE,1,0,FALSE,"Langatein",FALSE,1,0,1,0,0,"G/1452/S",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,1,1,0,0,0,0,NA,0,0,NA,4,1,0.25,0,0,NA
"G/1453/P","P","G",1453,8956,"8956_02","Earth",TRUE,NA,20,FALSE,0,0,0,0,0,"Erina Bonnondry",TRUE,TRUE,2,0,FALSE,"Bonnondry",TRUE,8,0,2,1,7,"F/1838/P",4,1,3,"Earth","TRAPPIST-1e",4,0,1,3,0.25,2,0,0,NA,0,0,NA,1,0,0,0,0,NA,0,0,NA
"G/1453/P","P","G",1453,8956,"8956_03","Earth",FALSE,"PSO J318.5-22",24,FALSE,0,0,40,0,575,"Sallyl Bonnondry",FALSE,TRUE,3,615,TRUE,"Bonnondry",TRUE,8,0,2,1,7,"F/1838/P",4,1,3,"Earth","TRAPPIST-1e",4,0,1,3,0.25,2,0,0,NA,0,0,NA,1,0,0,0,0,NA,0,0,NA
"G/1453/P","P","G",1453,8956,"8956_05","Earth",TRUE,"TRAPPIST-1e",21,FALSE,0,0,0,0,0,"Deandy Bonnondry",FALSE,TRUE,5,0,FALSE,"Bonnondry",TRUE,8,0,2,1,7,"F/1838/P",4,1,3,"Earth","TRAPPIST-1e",4,0,1,3,0.25,2,0,0,NA,0,0,NA,1,0,0,0,0,NA,0,0,NA
"G/1453/P","P","G",1453,8956,"8956_04","Earth",FALSE,"TRAPPIST-1e",NA,FALSE,194,1,10,629,0,"Krisa Bonnondry",FALSE,TRUE,4,834,TRUE,"Bonnondry",TRUE,8,0,2,1,7,"F/1838/P",4,1,3,"Earth","TRAPPIST-1e",4,0,1,3,0.25,2,0,0,NA,0,0,NA,1,0,0,0,0,NA,0,0,NA
"G/1453/S","S","G",1453,9017,"9017_01","Earth",TRUE,"TRAPPIST-1e",39,FALSE,0,0,0,0,0,"Hardy Chardst",NA,FALSE,1,0,FALSE,"Chardst",FALSE,1,0,1,0,0,"G/1453/S",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,1,4,1,0.25,0,0,NA,0,0,NA,0,0,NA,1,0,0
"G/1454/P","P","G",1454,8958,"8958_01","Earth",TRUE,"TRAPPIST-1e",23,FALSE,0,0,0,0,0,"Melice Cartz",NA,FALSE,1,0,FALSE,"Cartz",FALSE,1,0,1,0,0,"G/1454/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,1,0,0,NA,4,1,0.25,4,1,0.25,1,0,0,0,0,NA
"G/1454/S","S","G",1454,9025,"9025_02","Earth",TRUE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Philia Whitersone",NA,FALSE,2,0,FALSE,"Whitersone",FALSE,2,0,1,0,0,"G/1454/S",2,1,1,"Earth","TRAPPIST-1e",2,2,0,0,NA,1,0,0,NA,1,0,0,0,0,NA,4,1,0.25,4,1,0.25
"G/1454/S","S","G",1454,9025,"9025_01","Earth",FALSE,"TRAPPIST-1e",42,FALSE,0,0,28,726,0,"Ale Whitersone",NA,FALSE,1,754,TRUE,"Whitersone",FALSE,2,0,1,0,0,"G/1454/S",2,1,1,"Earth","TRAPPIST-1e",2,2,0,0,NA,1,0,0,NA,1,0,0,0,0,NA,4,1,0.25,4,1,0.25
"G/1455/P","P","G",1455,8961,"8961_02","Earth",FALSE,"TRAPPIST-1e",7,FALSE,0,0,0,0,0,"Chael Blancoy",FALSE,TRUE,2,0,FALSE,"Blancoy",TRUE,5,0,2,1,4,"G/1455/P",4,1,1,"Earth","TRAPPIST-1e",4,0,1,3,0.25,2,1,0,0,1,0,0,0,0,NA,0,0,NA,0,0,NA
"G/1455/P","P","G",1455,8961,"8961_01","Earth",TRUE,"TRAPPIST-1e",1,FALSE,0,0,0,0,0,"Mariel Blancoy",TRUE,TRUE,1,0,FALSE,"Blancoy",TRUE,5,0,2,1,4,"G/1455/P",4,1,1,"Earth","TRAPPIST-1e",4,0,1,3,0.25,2,1,0,0,1,0,0,0,0,NA,0,0,NA,0,0,NA
"G/1455/P","P","G",1455,8961,"8961_03","Earth",FALSE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,"Chery Wilderssen",FALSE,TRUE,3,0,FALSE,"Wilderssen",TRUE,5,0,2,1,4,"G/1455/P",4,1,1,"Earth","TRAPPIST-1e",4,0,1,3,0.25,2,1,0,0,1,0,0,0,0,NA,0,0,NA,0,0,NA
"G/1455/P","P","G",1455,8961,"8961_05","Earth",TRUE,"TRAPPIST-1e",12,FALSE,0,0,0,0,0,"Rena Blancoy",FALSE,TRUE,5,0,FALSE,"Blancoy",TRUE,5,0,2,1,4,"G/1455/P",4,1,1,"Earth","TRAPPIST-1e",4,0,1,3,0.25,2,1,0,0,1,0,0,0,0,NA,0,0,NA,0,0,NA
"G/1455/S","S","G",1455,9031,"9031_01","Earth",FALSE,"TRAPPIST-1e",51,FALSE,0,0,689,0,32,"Noria Bairdyork",FALSE,TRUE,1,721,TRUE,"Bairdyork",TRUE,1,0,1,0,1,"G/1455/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,4,1,0.25,0,0,NA,0,0,NA,1,0,0,0,0,NA
"G/1456/P","P","G",1456,8975,"8975_01","Earth",FALSE,"TRAPPIST-1e",35,FALSE,503,236,2,0,68,"Penne Goffey",FALSE,TRUE,1,809,TRUE,"Goffey",TRUE,2,0,2,0,2,"F/1840/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,0,0,NA,0,0,NA,4,1,0.25,1,0,0,1,0,0
"G/1456/S","S","G",1456,9033,"9033_01","Earth",TRUE,"TRAPPIST-1e",40,FALSE,0,0,0,0,0,"Brank Figuez",NA,FALSE,1,0,FALSE,"Figuez",FALSE,1,0,1,0,0,"G/1456/S",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,1,1,0,0,1,0,0,1,0,0,0,0,NA,4,1,0.25
"G/1457/P","P","G",1457,8990,"8990_01","Earth",TRUE,"TRAPPIST-1e",55,FALSE,0,0,0,0,0,"Allena Petton",NA,FALSE,1,0,FALSE,"Petton",FALSE,1,0,1,0,0,"G/1457/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,1,1,0,0,1,0,0,1,0,0,0,0,NA,0,0,NA
"G/1457/S","S","G",1457,9052,"9052_01","Earth",FALSE,"TRAPPIST-1e",36,FALSE,0,17,204,559,3,"Adamy Hestes",FALSE,TRUE,1,783,TRUE,"Hestes",TRUE,2,0,2,0,2,"F/1752/S",1,1,2,"Earth","55 Cancri e",1,0,0,1,0,0,0,0,NA,0,0,NA,0,0,NA,1,0,0,1,0,0
"G/1458/P","P","G",1458,9007,"9007_01","Earth",TRUE,"TRAPPIST-1e",18,FALSE,0,0,0,0,0,"Guyne Bookerson",FALSE,TRUE,1,0,FALSE,"Bookerson",TRUE,1,0,1,0,1,"G/1458/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,1,0,0,NA,1,1,1,0,0,NA,0,0,NA,1,0,0
"G/1458/S","S","G",1458,9054,"9054_01","Earth",TRUE,"55 Cancri e",8,FALSE,0,0,0,0,0,"Coreee Harry",NA,FALSE,1,0,FALSE,"Harry",FALSE,1,0,1,0,0,"G/1458/S",1,1,1,"Earth","55 Cancri e",1,1,0,0,NA,1,1,0,0,0,0,NA,1,0,0,1,1,1,0,0,NA
"G/1459/P","P","G",1459,9009,"9009_01","Earth",TRUE,"PSO J318.5-22",19,FALSE,0,0,0,0,0,"Dellia Shephendry",TRUE,TRUE,1,0,FALSE,"Shephendry",TRUE,1,0,1,1,0,"G/1459/P",1,1,1,"Earth","PSO J318.5-22",1,0,1,0,1,1,0,0,NA,1,0,0,1,0,0,6,4,0.666666666666667,0,0,NA
"G/1459/S","S","G",1459,9067,"9067_02","Earth",TRUE,"TRAPPIST-1e",9,FALSE,0,0,0,0,0,"Dellia Baxters",NA,FALSE,2,0,FALSE,"Baxters",FALSE,2,0,1,0,0,"G/1459/S",2,1,1,"Earth","TRAPPIST-1e",2,2,0,0,NA,1,1,1,1,6,4,0.666666666666667,0,0,NA,1,0,0,1,0,0
"G/1459/S","S","G",1459,9067,"9067_01","Earth",FALSE,"TRAPPIST-1e",14,FALSE,11,292,713,777,0,"Janney Baxters",NA,FALSE,1,1793,TRUE,"Baxters",FALSE,2,0,1,0,0,"G/1459/S",2,1,1,"Earth","TRAPPIST-1e",2,2,0,0,NA,1,1,1,1,6,4,0.666666666666667,0,0,NA,1,0,0,1,0,0
"G/146/P","P","G",146,989,"0989_01","Earth",FALSE,"TRAPPIST-1e",6,FALSE,0,0,0,0,0,"Kayd Moranthons",FALSE,TRUE,1,0,FALSE,"Moranthons",TRUE,1,0,1,0,1,"G/146/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,1,0,0,0,0,NA,2,1,0.5,0,0,NA,1,0,0
"G/146/S","S","G",146,976,"0976_01","Earth",TRUE,"TRAPPIST-1e",20,FALSE,0,0,0,0,0,"Tonyn Sweeton",FALSE,TRUE,1,0,FALSE,"Sweeton",TRUE,1,0,1,0,1,"G/146/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,1,1,0,0,0,0,NA,1,0,0,0,0,NA,2,1,0.5
"G/1460/P","P","G",1460,9012,"9012_01","Earth",FALSE,"TRAPPIST-1e",43,FALSE,224,0,623,0,62,NA,FALSE,TRUE,1,909,TRUE,NA,TRUE,1,0,1,0,1,"G/1460/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,6,4,0.666666666666667,3,1,0.333333333333333,1,1,1,1,0,0,0,0,NA
"G/1460/S","S","G",1460,9074,"9074_03","Earth",TRUE,"TRAPPIST-1e",27,FALSE,0,0,0,0,0,"Gwendy Trerady",FALSE,TRUE,3,0,FALSE,"Trerady",TRUE,6,0,1,4,2,"G/1460/S",6,1,3,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,4,1,0,0,1,0,0,0,0,NA,3,1,0.333333333333333,1,1,1
"G/1460/S","S","G",1460,9074,"9074_02","Earth",FALSE,"PSO J318.5-22",27,FALSE,0,468,0,59,309,"Janee Trerady",FALSE,TRUE,2,836,TRUE,"Trerady",TRUE,6,0,1,4,2,"G/1460/S",6,1,3,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,4,1,0,0,1,0,0,0,0,NA,3,1,0.333333333333333,1,1,1
"G/1460/S","S","G",1460,9074,"9074_05","Earth",TRUE,"TRAPPIST-1e",2,FALSE,0,0,0,0,0,"Fayel Trerady",TRUE,TRUE,5,0,FALSE,"Trerady",TRUE,6,0,1,4,2,"G/1460/S",6,1,3,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,4,1,0,0,1,0,0,0,0,NA,3,1,0.333333333333333,1,1,1
"G/1460/S","S","G",1460,9074,"9074_06","Earth",FALSE,"55 Cancri e",5,FALSE,0,0,0,0,0,"Man Trerady",TRUE,TRUE,6,0,FALSE,"Trerady",TRUE,6,0,1,4,2,"G/1460/S",6,1,3,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,4,1,0,0,1,0,0,0,0,NA,3,1,0.333333333333333,1,1,1
"G/1460/S","S","G",1460,9074,"9074_04","Earth",TRUE,"55 Cancri e",10,FALSE,0,0,0,0,0,"Duana Trerady",TRUE,TRUE,4,0,FALSE,"Trerady",TRUE,6,0,1,4,2,"G/1460/S",6,1,3,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,4,1,0,0,1,0,0,0,0,NA,3,1,0.333333333333333,1,1,1
"G/1460/S","S","G",1460,9074,"9074_01","Earth",TRUE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Adamie Trerady",TRUE,TRUE,1,0,FALSE,"Trerady",TRUE,6,0,1,4,2,"G/1460/S",6,1,3,"Earth","TRAPPIST-1e",6,0,4,2,0.666666666666667,4,1,0,0,1,0,0,0,0,NA,3,1,0.333333333333333,1,1,1
"G/1461/P","P","G",1461,9013,"9013_03","Earth",FALSE,"55 Cancri e",0,FALSE,0,0,0,0,0,"Brancy Prestonard",TRUE,TRUE,3,0,FALSE,"Prestonard",TRUE,3,0,1,1,2,"G/1461/P",3,1,2,"Earth","TRAPPIST-1e",3,0,1,2,0.333333333333333,0,1,0,0,1,0,0,1,0,0,0,0,NA,6,4,0.666666666666667
"G/1461/P","P","G",1461,9013,"9013_02","Earth",FALSE,"TRAPPIST-1e",48,FALSE,38,0,23,722,1,"Idarry Prestonard",FALSE,TRUE,2,784,TRUE,"Prestonard",TRUE,3,0,1,1,2,"G/1461/P",3,1,2,"Earth","TRAPPIST-1e",3,0,1,2,0.333333333333333,0,1,0,0,1,0,0,1,0,0,0,0,NA,6,4,0.666666666666667
"G/1461/P","P","G",1461,9013,"9013_01","Earth",FALSE,"TRAPPIST-1e",21,FALSE,128,108,8,3,522,"Daisya Prestonard",FALSE,TRUE,1,769,TRUE,"Prestonard",TRUE,3,0,1,1,2,"G/1461/P",3,1,2,"Earth","TRAPPIST-1e",3,0,1,2,0.333333333333333,0,1,0,0,1,0,0,1,0,0,0,0,NA,6,4,0.666666666666667
"G/1461/S","S","G",1461,9076,"9076_01","Earth",NA,"TRAPPIST-1e",32,FALSE,0,0,0,0,0,"Shawne Simonsents",FALSE,TRUE,1,0,FALSE,"Simonsents",TRUE,1,0,1,0,1,"G/1461/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,3,1,0.333333333333333,0,0,NA,6,4,0.666666666666667,1,0,0,1,0,0
"G/1462/P","P","G",1462,9018,"9018_01","Earth",FALSE,"TRAPPIST-1e",23,FALSE,0,554,0,299,0,"Lilasa Beachez",FALSE,TRUE,1,853,TRUE,"Beachez",TRUE,1,0,1,0,1,"G/1462/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,0,0,NA,1,1,1,3,1,0.333333333333333,1,0,0,1,0,0
"G/1462/S","S","G",1462,9086,"9086_01","Earth",TRUE,"TRAPPIST-1e",22,FALSE,0,0,0,0,0,"Therry Craftstens",NA,FALSE,1,0,FALSE,"Craftstens",FALSE,2,0,2,0,0,"F/1759/S",1,1,2,"Earth","PSO J318.5-22",1,1,0,0,NA,1,1,0,0,1,0,0,1,0,0,1,1,1,3,1,0.333333333333333
"G/1463/P","P","G",1463,9026,"9026_01","Earth",TRUE,"TRAPPIST-1e",58,FALSE,0,0,0,0,0,"Mathy Boyers",TRUE,TRUE,1,0,FALSE,"Boyers",TRUE,1,0,1,1,0,"G/1463/P",1,1,1,"Earth","TRAPPIST-1e",1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,NA,0,0,NA
"G/1463/S","S","G",1463,9089,"9089_01","Earth",FALSE,"TRAPPIST-1e",42,FALSE,866,0,16,0,0,"Tonnie Newtontoss",FALSE,TRUE,1,882,TRUE,"Newtontoss",TRUE,1,0,1,0,1,"G/1463/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,1,1,1,0,0,NA,0,0,NA,1,0,0,1,0,0
"G/1464/P","P","G",1464,9028,"9028_01","Earth",FALSE,"TRAPPIST-1e",22,FALSE,1,676,13,217,1,"Karah Starkers",FALSE,TRUE,1,908,TRUE,"Starkers",TRUE,1,0,1,0,1,"G/1464/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,0,0,NA,1,0,0,1,1,1,2,1,0.5,1,0,0
"G/1464/S","S","G",1464,9090,"9090_01","Earth",FALSE,"TRAPPIST-1e",19,FALSE,308,0,251,1099,NA,"Mollie Morez",NA,FALSE,1,1658,TRUE,"Morez",FALSE,1,0,1,0,0,"G/1464/S",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,1,0,0,2,1,0.5,1,0,0,1,0,0,1,1,1
"G/1465/P","P","G",1465,9030,"9030_02","Earth",FALSE,"TRAPPIST-1e",27,FALSE,0,0,0,298,511,"Stace Ericksonga",FALSE,TRUE,2,809,TRUE,"Ericksonga",TRUE,2,0,2,0,2,"F/1847/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,2,1,0.5,1,0,0,1,0,0,0,0,NA,0,0,NA
"G/1465/S","S","G",1465,9094,"9094_02","Earth",FALSE,"TRAPPIST-1e",43,FALSE,0,704,0,2,0,"Ger Hayertez",TRUE,TRUE,2,706,TRUE,"Hayertez",TRUE,2,0,1,1,1,"G/1465/S",2,1,2,"Earth","PSO J318.5-22",2,0,1,1,0.5,1,1,0,0,0,0,NA,0,0,NA,1,0,0,1,0,0
"G/1465/S","S","G",1465,9094,"9094_01","Earth",TRUE,"PSO J318.5-22",14,FALSE,0,0,0,0,0,"Aleen Hayertez",FALSE,TRUE,1,0,FALSE,"Hayertez",TRUE,2,0,1,1,1,"G/1465/S",2,1,2,"Earth","PSO J318.5-22",2,0,1,1,0.5,1,1,0,0,0,0,NA,0,0,NA,1,0,0,1,0,0
"G/1466/P","P","G",1466,9035,"9035_01","Earth",FALSE,"TRAPPIST-1e",39,FALSE,266,4,1,0,452,"Evenna Coleyanglas",FALSE,TRUE,1,723,TRUE,"Coleyanglas",TRUE,1,0,1,0,1,"G/1466/P",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,0,0,0,NA,1,1,1,1,0,0,1,0,0,2,1,0.5
"G/1466/S","S","G",1466,9096,"9096_02","Earth",TRUE,"PSO J318.5-22",24,FALSE,0,0,0,0,0,"Wally Sterson",NA,FALSE,2,0,FALSE,"Sterson",FALSE,2,0,1,0,0,"G/1466/S",2,1,2,"Earth","PSO J318.5-22",2,2,0,0,NA,2,1,0,0,1,0,0,2,1,0.5,1,1,1,1,0,0
"G/1466/S","S","G",1466,9096,"9096_01","Earth",TRUE,"TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Maya Sterson",NA,FALSE,1,0,FALSE,"Sterson",FALSE,2,0,1,0,0,"G/1466/S",2,1,2,"Earth","PSO J318.5-22",2,2,0,0,NA,2,1,0,0,1,0,0,2,1,0.5,1,1,1,1,0,0
"G/1467/P","P","G",1467,9036,"9036_01","Earth",TRUE,"PSO J318.5-22",21,FALSE,0,0,0,0,0,"Ninald Barris",TRUE,TRUE,1,0,FALSE,"Barris",TRUE,1,0,1,1,0,"G/1467/P",1,1,1,"Earth","PSO J318.5-22",1,0,1,0,1,1,1,0,0,0,0,NA,1,0,0,2,1,0.5,0,0,NA
"G/1467/S","S","G",1467,9107,"9107_01","Earth",TRUE,"TRAPPIST-1e",36,FALSE,0,0,0,0,0,"Eriky Callowery",FALSE,TRUE,1,0,FALSE,"Callowery",TRUE,1,0,1,0,1,"G/1467/S",1,1,1,"Earth","TRAPPIST-1e",1,0,0,1,0,1,1,1,1,2,1,0.5,0,0,NA,0,0,NA,1,0,0
"G/1468/P","P","G",1468,9039,"9039_01","Earth",TRUE,NA,23,FALSE,0,0,0,0,0,"Nance Wilkinner",NA,FALSE,1,0,FALSE,"Wilkinner",FALSE,1,0,1,0,0,"G/1468/P",1,1,1,"Earth",NA,1,1,0,0,NA,1,2,1,0.5,0,0,NA,1,1,1,1,0,0,1,0,0
"G/1468/S","S","G",1468,9108,"9108_02","Earth",FALSE,"TRAPPIST-1e",37,FALSE,15,7,0,786,0,"Alvia Shawforden",FALSE,TRUE,2,808,TRUE,"Shawforden",TRUE,2,0,1,1,1,"G/1468/S",2,1,1,"Earth","TRAPPIST-1e",2,0,1,1,0.5,1,0,0,NA,1,0,0,1,0,0,0,0,NA,1,1,1
"G/1468/S","S","G",1468,9108,"9108_01","Earth",TRUE,"TRAPPIST-1e",44,FALSE,0,0,0,0,0,"Julion Shawforden",TRUE,TRUE,1,0,FALSE,"Shawforden",TRUE,2,0,1,1,1,"G/1468/S",2,1,1,"Earth","TRAPPIST-1e",2,0,1,1,0.5,1,0,0,NA,1,0,0,1,0,0,0,0,NA,1,1,1
"G/1469/P","P","G",1469,9040,"9040_01","Earth",FALSE,"TRAPPIST-1e",54,FALSE,3,2,0,2212,113,"Jacque Mccarry",NA,FALSE,1,2330,TRUE,"Mccarry",FALSE,1,0,1,0,0,"G/1469/P",1,1,1,"Earth","TRAPPIST-1e",1,1,0,0,NA,0,1,0,0,1,1,1,0,0,NA,1,0,0,2,1,0.5
"G/1469/S","S","G",1469,9122,"9122_01","Earth",TRUE,"55 Cancri e",55,FALSE,0,0,0,0,0,"Paulas Schmondez",FALSE,TRUE,1,0,FALSE,"Schmondez",TRUE,1,0,1,0,1,"G/1469/S",1,1,1,"Earth","55 Cancri e",1,0,0,1,0,1,0,0,NA,1,0,0,2,1,0.5,1,1,1,0,0,NA
